2012/2013,Portugal,CD Nacional,26
2012/2013,England,Southampton,26
2012/2013,Scotland,Hibernian,26
2012/2013,Italy,Genoa,26
2012/2013,England,Wigan Athletic,26
2013/2014,Portugal,CS Marítimo,26
2013/2014,Portugal,SC Braga,26
2013/2014,Switzerland,FC Luzern,26
2013/2014,Netherlands,PEC Zwolle,26
2013/2014,Portugal,Vitória Setúbal,26
2013/2014,Netherlands,RKC Waalwijk,26
2013/2014,Scotland,Inverness Caledonian Thistle,26
2013/2014,France,Stade de Reims,26
2013/2014,Spain,UD Almería,26
2014/2015,France,FC Metz,26
2014/2015,Germany,FC Schalke 04,26
2014/2015,Germany,Borussia Dortmund,26
2014/2015,France,SM Caen,26
2014/2015,Spain,Málaga CF,26
2014/2015,Spain,Rayo Vallecano,26
2014/2015,Italy,Empoli,26
2014/2015,Netherlands,FC Groningen,26
2014/2015,Poland,Piast Gliwice,26
2014/2015,Italy,Udinese,26
2014/2015,Netherlands,Excelsior,26
2014/2015,Belgium,Standard de Liège,26
2014/2015,Netherlands,FC Twente,26
2014/2015,France,LOSC Lille,26
2014/2015,England,Newcastle United,26
2015/2016,France,Montpellier Hérault SC,26
2015/2016,Spain,Granada CF,26
2015/2016,England,Norwich City,26
2015/2016,Spain,Villarreal CF,26
2015/2016,France,FC Lorient,26
2015/2016,Switzerland,FC Thun,26
2015/2016,Spain,Málaga CF,26
2015/2016,Spain,SD Eibar,26
2008/2009,Poland,Śląsk Wrocław,25
2008/2009,Scotland,Dundee United,25
2008/2009,France,AS Saint-Étienne,25
2008/2009,Netherlands,N.E.C.,25
2009/2010,England,Burnley,25
2009/2010,Germany,Eintracht Frankfurt,25
2009/2010,Netherlands,FC Groningen,25
2009/2010,Germany,Hamburger SV,25
2009/2010,Germany,Borussia Mönchengladbach,25
2009/2010,Spain,UD Almería,25
2009/2010,Italy,Catania,25
2009/2010,Netherlands,SC Heerenveen,25
2009/2010,Italy,Bologna,25
2010/2011,Belgium,KV Kortrijk,25
2010/2011,Scotland,Inverness Caledonian Thistle,25
2010/2011,Spain,Levante UD,25
2010/2011,Switzerland,FC Sion,25
2010/2011,Belgium,Sporting Lokeren,25
2010/2011,Spain,Racing Santander,25
2010/2011,Germany,1. FC Kaiserslautern,25
2010/2011,England,Sunderland,25
2010/2011,Spain,RCD Mallorca,25
2011/2012,Poland,GKS Bełchatów,25
2011/2012,Belgium,Oud-Heverlee Leuven,25
2011/2012,Poland,Lech Poznań,25
2011/2012,France,Girondins de Bordeaux,25
2011/2012,England,Stoke City,25
2012/2013,Spain,Levante UD,25
2012/2013,Scotland,St. Johnstone FC,25
2012/2013,Netherlands,NAC Breda,25
2012/2013,England,Norwich City,25
2012/2013,Scotland,St. Mirren,25
2012/2013,Scotland,Kilmarnock,25
2012/2013,Belgium,RAEC Mons,25
2012/2013,Spain,Getafe CF,25
2012/2013,France,FC Sochaux-Montbéliard,25
2012/2013,France,ES Troyes AC,25
2012/2013,Netherlands,ADO Den Haag,25
2012/2013,Italy,Sampdoria,25
2012/2013,Germany,SC Freiburg,25
2012/2013,Switzerland,Grasshopper Club Zürich,25
2012/2013,France,Olympique de Marseille,25
2012/2013,Spain,RCD Espanyol,25
2013/2014,Poland,Korona Kielce,25
2013/2014,Italy,Catania,25
2013/2014,France,Évian Thonon Gaillard FC,25
2013/2014,Netherlands,NAC Breda,25
2013/2014,Scotland,Ross County FC,25
2013/2014,Poland,Pogoń Szczecin,25
2013/2014,Germany,SC Freiburg,25
2013/2014,England,West Ham United,25
2013/2014,Scotland,Kilmarnock,25
2013/2014,France,LOSC Lille,25
2014/2015,Belgium,KRC Genk,25
2014/2015,Poland,Jagiellonia Białystok,25
2014/2015,Switzerland,FC Luzern,25
2014/2015,Netherlands,Willem II,25
2014/2015,Switzerland,Grasshopper Club Zürich,25
2014/2015,Italy,Torino,25
2014/2015,Belgium,RSC Anderlecht,25
2014/2015,Belgium,KVC Westerlo,25
2014/2015,England,West Ham United,25
2014/2015,Italy,Sassuolo,25
2014/2015,Netherlands,SC Cambuur,25
2014/2015,Scotland,Dundee FC,25
2014/2015,Germany,SV Werder Bremen,25
2014/2015,Poland,Polonia Bytom,25
2015/2016,Netherlands,N.E.C.,25
2015/2016,Netherlands,FC Groningen,25
2015/2016,Spain,Valencia CF,25
2015/2016,Portugal,CS Marítimo,25
2015/2016,Scotland,Inverness Caledonian Thistle,25
2015/2016,Spain,UD Las Palmas,25
2015/2016,France,Stade Rennais FC,25
2015/2016,France,AS Saint-Étienne,25
2015/2016,Switzerland,FC St. Gallen,25
2015/2016,Italy,Sassuolo,25
2015/2016,Spain,RC Deportivo de La Coruña,25
2015/2016,Italy,Torino,25
2015/2016,Italy,Chievo Verona,25
2015/2016,Switzerland,,25
2008/2009,Spain,Real Sporting de Gijón,24
2008/2009,Spain,Real Betis Balompié,24
2008/2009,Italy,Cagliari,24
2008/2009,Poland,Jagiellonia Białystok,24
2008/2009,Portugal,CD Nacional,24
2008/2009,Italy,Catania,24
2008/2009,Belgium,KV Mechelen,24
2008/2009,England,Newcastle United,24
2008/2009,France,FC Sochaux-Montbéliard,24
2008/2009,Scotland,Motherwell,24
2009/2010,Italy,Atalanta,24
2009/2010,Belgium,Club Brugge KV,24
2009/2010,France,AJ Auxerre,24
2009/2010,France,Grenoble Foot 38,24
2009/2010,Switzerland,AC Bellinzona,24
2009/2010,England,Stoke City,24
2009/2010,England,Portsmouth,24
2009/2010,Portugal,Sporting CP,24
2009/2010,Belgium,KSV Cercle Brugge,24
2009/2010,France,Montpellier Hérault SC,24
2009/2010,Italy,Parma,24
2009/2010,Switzerland,FC St. Gallen,24
2010/2011,England,West Ham United,24
2010/2011,Germany,FC Schalke 04,24
2010/2011,Germany,SC Freiburg,24
2010/2011,Scotland,Motherwell,24
2011/2012,England,Queens Park Rangers,24
2011/2012,England,Liverpool,24
2011/2012,France,AS Nancy-Lorraine,24
2011/2012,Netherlands,RKC Waalwijk,24
2011/2012,Germany,SC Freiburg,24
2011/2012,Portugal,CD Nacional,24
2011/2012,Spain,Getafe CF,24
2011/2012,Poland,Ruch Chorzów,24
2011/2012,Spain,Real Sporting de Gijón,24
2011/2012,Belgium,KV Kortrijk,24
2011/2012,Italy,Siena,24
2012/2013,Italy,Palermo,24
2012/2013,Italy,Cagliari,24
2012/2013,England,Newcastle United,24
2012/2013,Belgium,KV Kortrijk,24
2012/2013,Germany,Fortuna Düsseldorf,24
2012/2013,Belgium,Sporting Lokeren,24
2012/2013,Belgium,KV Mechelen,24
2012/2013,Germany,1. FC Nürnberg,24
2012/2013,Netherlands,RKC Waalwijk,24
2012/2013,Poland,Korona Kielce,24
2012/2013,Poland,Zagłębie Lubin,24
2012/2013,Switzerland,FC Lausanne-Sports,24
2012/2013,Poland,Lech Poznań,24
2013/2014,Poland,Polonia Bytom,24
2013/2014,Italy,Cagliari,24
2013/2014,Poland,Lechia Gdańsk,24
2013/2014,France,Stade Rennais FC,24
2013/2014,Germany,Hamburger SV,24
2013/2014,England,West Bromwich Albion,24
2013/2014,England,Fulham,24
2013/2014,Spain,Málaga CF,24
2013/2014,France,SC Bastia,24
2014/2015,Poland,Górnik Łęczna,24
2014/2015,England,West Bromwich Albion,24
2014/2015,Belgium,KV Oostende,24
2014/2015,France,Stade de Reims,24
2014/2015,Poland,Pogoń Szczecin,24
2014/2015,France,SC Bastia,24
2014/2015,Italy,Cagliari,24
2014/2015,Switzerland,FC Zürich,24
2015/2016,Portugal,CF Os Belenenses,24
2015/2016,Germany,Hertha BSC Berlin,24
2015/2016,Italy,Palermo,24
2015/2016,Netherlands,SC Heerenveen,24
2015/2016,Portugal,FC Paços de Ferreira,24
2015/2016,Portugal,Estoril Praia,24
2008/2009,Spain,CD Numancia,23
2008/2009,Scotland,Hibernian,23
2008/2009,England,West Ham United,23
2008/2009,Belgium,KRC Genk,23
2008/2009,Italy,Lazio,23
2008/2009,Italy,Reggio Calabria,23
2008/2009,Belgium,KVC Westerlo,23
2008/2009,Germany,Borussia Mönchengladbach,23
2008/2009,Portugal,FC Porto,23
2008/2009,Portugal,SL Benfica,23
2008/2009,Germany,VfL Bochum,23
2009/2010,Poland,Korona Kielce,23
2009/2010,Poland,GKS Bełchatów,23
2009/2010,Spain,Real Valladolid,23
2009/2010,Netherlands,Willem II,23
2009/2010,Scotland,Kilmarnock,23
2009/2010,Belgium,SV Zulte-Waregem,23
2009/2010,France,Valenciennes FC,23
2009/2010,France,OGC Nice,23
2010/2011,Netherlands,Vitesse,23
2010/2011,Belgium,SV Zulte-Waregem,23
2010/2011,France,AS Nancy-Lorraine,23
2010/2011,Spain,UD Almería,23
2010/2011,Switzerland,Neuchâtel Xamax,23
2010/2011,Spain,Real Sporting de Gijón,23
2011/2012,Belgium,SV Zulte-Waregem,23
2011/2012,Poland,Polonia Bytom,23
2011/2012,Italy,Catania,23
2011/2012,Switzerland,FC Zürich,23
2011/2012,Poland,Jagiellonia Białystok,23
2011/2012,France,Dijon FCO,23
2011/2012,Portugal,Rio Ave FC,23
2011/2012,Scotland,St. Mirren,23
2011/2012,Switzerland,Servette FC,23
2011/2012,England,Bolton Wanderers,23
2012/2013,Poland,Lechia Gdańsk,23
2012/2013,Spain,Real Zaragoza,23
2012/2013,Italy,Torino,23
2012/2013,Spain,RC Celta de Vigo,23
2012/2013,Poland,Śląsk Wrocław,23
2012/2013,Spain,RC Deportivo de La Coruña,23
2012/2013,Netherlands,Willem II,23
2012/2013,England,Reading,23
2012/2013,England,Aston Villa,23
2012/2013,Germany,SV Werder Bremen,23
2012/2013,France,Stade Rennais FC,23
2012/2013,Netherlands,PEC Zwolle,23
2013/2014,Italy,Livorno,23
2013/2014,England,Newcastle United,23
2013/2014,Portugal,CD Nacional,23
2013/2014,Italy,Sassuolo,23
2013/2014,France,Valenciennes FC,23
2013/2014,Spain,RCD Espanyol,23
2013/2014,Spain,RC Celta de Vigo,23
2013/2014,Poland,Wisła Kraków,23
2013/2014,Poland,Zagłębie Lubin,23
2013/2014,France,Toulouse FC,23
2013/2014,France,AC Ajaccio,23
2013/2014,Scotland,St. Mirren,23
2014/2015,Scotland,Motherwell,23
2014/2015,France,AS Monaco,23
2014/2015,Spain,RCD Espanyol,23
2014/2015,England,Queens Park Rangers,23
2014/2015,Belgium,Royal Excel Mouscron,23
2014/2015,France,En Avant de Guingamp,23
2014/2015,Netherlands,Heracles Almelo,23
2014/2015,Scotland,Kilmarnock,23
2014/2015,Italy,Sampdoria,23
2014/2015,Belgium,Sporting Charleroi,23
2015/2016,Spain,Getafe CF,23
2015/2016,Belgium,Oud-Heverlee Leuven,23
2015/2016,Italy,Carpi,23
2015/2016,Netherlands,De Graafschap,23
2015/2016,France,SC Bastia,23
2015/2016,Germany,1. FSV Mainz 05,23
2015/2016,England,Sunderland,23
2015/2016,Spain,Levante UD,23
2015/2016,England,Bournemouth,23
2015/2016,France,GFC Ajaccio,23
2015/2016,Poland,Zagłębie Lubin,23
2015/2016,Portugal,Vitória Guimarães,23
2008/2009,Netherlands,Roda JC Kerkrade,22
2008/2009,Portugal,FC Paços de Ferreira,22
2008/2009,Spain,Real Valladolid,22
2008/2009,England,Blackburn Rovers,22
2008/2009,Scotland,Aberdeen,22
2008/2009,England,Stoke City,22
2008/2009,France,SM Caen,22
2008/2009,Netherlands,Willem II,22
2008/2009,Poland,Lech Poznań,22
2008/2009,France,OGC Nice,22
2008/2009,Netherlands,Heracles Almelo,22
2008/2009,Belgium,Sporting Lokeren,22
2009/2010,Netherlands,Vitesse,22
2009/2010,Germany,1. FSV Mainz 05,22
2009/2010,Poland,Ruch Chorzów,22
2009/2010,Spain,RC Deportivo de La Coruña,22
2009/2010,Scotland,Dundee United,22
2009/2010,Portugal,CS Marítimo,22
2009/2010,England,Hull City,22
2009/2010,France,Le Mans FC,22
2010/2011,Belgium,KV Mechelen,22
2010/2011,Poland,P. Warszawa,22
2010/2011,Netherlands,De Graafschap,22
2010/2011,Italy,Brescia,22
2010/2011,England,Wigan Athletic,22
2010/2011,France,Girondins de Bordeaux,22
2010/2011,France,SM Caen,22
2010/2011,England,Blackburn Rovers,22
2010/2011,France,Stade Rennais FC,22
2010/2011,France,OGC Nice,22
2010/2011,Germany,1. FSV Mainz 05,22
2010/2011,Scotland,Aberdeen,22
2010/2011,Spain,RC Deportivo de La Coruña,22
2011/2012,England,Wigan Athletic,22
2011/2012,Scotland,Dunfermline Athletic,22
2011/2012,Poland,P. Warszawa,22
2011/2012,Scotland,Aberdeen,22
2011/2012,Portugal,CS Marítimo,22
2011/2012,Poland,Legia Warszawa,22
2011/2012,Spain,Granada CF,22
2011/2012,Italy,Atalanta,22
2011/2012,Germany,1. FC Nürnberg,22
2011/2012,France,Stade Brestois 29,22
2011/2012,France,AC Ajaccio,22
2011/2012,Netherlands,ADO Den Haag,22
2011/2012,Belgium,KV Mechelen,22
2012/2013,Spain,Athletic Club de Bilbao,22
2012/2013,Portugal,Académica de Coimbra,22
2012/2013,Netherlands,VVV-Venlo,22
2012/2013,Germany,1. FSV Mainz 05,22
2012/2013,France,Girondins de Bordeaux,22
2012/2013,Scotland,Ross County FC,22
2013/2014,Switzerland,FC St. Gallen,22
2013/2014,France,OGC Nice,22
2013/2014,England,Aston Villa,22
2013/2014,France,Montpellier Hérault SC,22
2013/2014,Germany,Eintracht Frankfurt,22
2013/2014,Italy,Genoa,22
2014/2015,Portugal,Estoril Praia,22
2014/2015,Poland,Podbeskidzie Bielsko-Biała,22
2014/2015,Spain,RC Deportivo de La Coruña,22
2014/2015,Poland,Korona Kielce,22
2014/2015,France,Stade Rennais FC,22
2014/2015,Italy,Atalanta,22
2015/2016,Italy,Empoli,22
2015/2016,England,Stoke City,22
2015/2016,Germany,TSG 1899 Hoffenheim,22
2015/2016,Belgium,Standard de Liège,22
2015/2016,Scotland,Dundee United,22
2015/2016,Germany,FC Ingolstadt 04,22
2015/2016,Germany,Eintracht Frankfurt,22
2015/2016,Spain,Real Sociedad,22
2015/2016,Germany,VfB Stuttgart,22
2015/2016,Spain,RCD Espanyol,22
2008/2009,France,FC Nantes,21
2008/2009,France,FC Lorient,21
2008/2009,England,Sunderland,21
2008/2009,England,Bolton Wanderers,21
2008/2009,Poland,GKS Bełchatów,21
2008/2009,Portugal,CS Marítimo,21
2008/2009,Italy,Torino,21
2008/2009,Poland,Lechia Gdańsk,21
2008/2009,Switzerland,FC Sion,21
2008/2009,Belgium,KSV Roeselare,21
2008/2009,England,Tottenham Hotspur,21
2008/2009,Netherlands,NAC Breda,21
2008/2009,Netherlands,ADO Den Haag,21
2009/2010,Portugal,Vitória Guimarães,21
2009/2010,Spain,Málaga CF,21
2009/2010,Spain,CA Osasuna,21
2009/2010,Netherlands,ADO Den Haag,21
2009/2010,Netherlands,FC Utrecht,21
2009/2010,Belgium,Sint-Truidense VV,21
2009/2010,Belgium,KV Mechelen,21
2009/2010,Belgium,KV Kortrijk,21
2010/2011,Italy,Parma,21
2010/2011,Italy,Sampdoria,21
2010/2011,Germany,FC St. Pauli,21
2010/2011,Switzerland,AC Bellinzona,21
2010/2011,France,Montpellier Hérault SC,21
2010/2011,Scotland,Hibernian,21
2010/2011,France,Stade Brestois 29,21
2010/2011,Belgium,KVC Westerlo,21
2011/2012,Italy,Cagliari,21
2011/2012,Italy,Bologna,21
2011/2012,Italy,Fiorentina,21
2011/2012,Germany,TSG 1899 Hoffenheim,21
2011/2012,England,West Bromwich Albion,21
2011/2012,Belgium,Sporting Lokeren,21
2011/2012,France,OGC Nice,21
2011/2012,France,FC Sochaux-Montbéliard,21
2011/2012,Spain,RCD Mallorca,21
2012/2013,Portugal,SC Beira Mar,21
2012/2013,Spain,Granada CF,21
2012/2013,England,Stoke City,21
2012/2013,Germany,TSG 1899 Hoffenheim,21
2012/2013,Germany,VfL Wolfsburg,21
2012/2013,Poland,Podbeskidzie Bielsko-Biała,21
2013/2014,England,Sunderland,21
2013/2014,France,En Avant de Guingamp,21
2013/2014,Scotland,Heart of Midlothian,21
2013/2014,Scotland,Partick Thistle F.C.,21
2013/2014,Netherlands,Roda JC Kerkrade,21
2013/2014,Poland,Śląsk Wrocław,21
2013/2014,France,FC Nantes,21
2013/2014,Germany,SV Werder Bremen,21
2014/2015,France,OGC Nice,21
2014/2015,Poland,Cracovia,21
2014/2015,Poland,Śląsk Wrocław,21
2014/2015,Scotland,Ross County FC,21
2014/2015,Belgium,KV Mechelen,21
2014/2015,Germany,SC Paderborn 07,21
2014/2015,Germany,Hannover 96,21
2014/2015,Germany,SC Freiburg,21
2014/2015,England,Crystal Palace,21
2014/2015,Portugal,Rio Ave FC,21
2015/2016,Scotland,Hamilton Academical FC,21
2015/2016,Italy,Hellas Verona,21
2015/2016,Poland,,21
2015/2016,France,LOSC Lille,21
2015/2016,Scotland,Partick Thistle F.C.,21
2015/2016,Netherlands,Excelsior,21
2008/2009,Belgium,KV Kortrijk,20
2008/2009,Switzerland,FC Aarau,20
2008/2009,Italy,Lecce,20
2009/2010,Belgium,Standard de Liège,20
2009/2010,Portugal,Académica de Coimbra,20
2009/2010,Netherlands,N.E.C.,20
2009/2010,Belgium,Beerschot AC,20
2009/2010,Scotland,Aberdeen,20
2009/2010,France,AS Nancy-Lorraine,20
2009/2010,Italy,Chievo Verona,20
2009/2010,Spain,RCD Espanyol,20
2009/2010,Spain,Xerez Club Deportivo,20
2009/2010,Spain,Real Sporting de Gijón,20
2009/2010,Portugal,CD Nacional,20
2010/2011,Poland,Korona Kielce,20
2010/2011,Belgium,KSV Cercle Brugge,20
2010/2011,France,RC Lens,20
2010/2011,Portugal,FC Paços de Ferreira,20
2010/2011,Poland,Lechia Gdańsk,20
2010/2011,Scotland,St. Mirren,20
2010/2011,Netherlands,VVV-Venlo,20
2011/2012,England,Aston Villa,20
2011/2012,Scotland,St. Johnstone FC,20
2011/2012,Belgium,Sint-Truidense VV,20
2011/2012,Italy,Lecce,20
2011/2012,Germany,FC Augsburg,20
2011/2012,Germany,1. FC Köln,20
2011/2012,Portugal,Vitória Guimarães,20
2011/2012,Portugal,FC Paços de Ferreira,20
2011/2012,France,FC Lorient,20
2011/2012,France,Toulouse FC,20
2011/2012,France,SM Caen,20
2012/2013,France,Stade de Reims,20
2012/2013,Germany,VfB Stuttgart,20
2012/2013,Belgium,Beerschot AC,20
2012/2013,Switzerland,FC Sion,20
2012/2013,Netherlands,FC Groningen,20
2012/2013,Portugal,FC Paços de Ferreira,20
2012/2013,Poland,P. Warszawa,20
2012/2013,England,Sunderland,20
2013/2014,England,Hull City,20
2013/2014,Germany,Hertha BSC Berlin,20
2013/2014,Scotland,Aberdeen,20
2013/2014,Spain,Getafe CF,20
2013/2014,Spain,Real Valladolid,20
2013/2014,England,Cardiff City,20
2013/2014,France,FC Sochaux-Montbéliard,20
2013/2014,Scotland,Hibernian,20
2013/2014,Spain,CA Osasuna,20
2014/2015,Spain,SD Eibar,20
2014/2015,Spain,Levante UD,20
2014/2015,Poland,Ruch Chorzów,20
2014/2015,Spain,UD Almería,20
2014/2015,Portugal,Boavista FC,20
2014/2015,Poland,Wisła Kraków,20
2014/2015,France,Évian Thonon Gaillard FC,20
2015/2016,Germany,Hamburger SV,20
2015/2016,Italy,Bologna,20
2015/2016,Poland,Ruch Chorzów,20
2015/2016,France,Angers SCO,20
2015/2016,Belgium,Sporting Charleroi,20
2015/2016,Portugal,Rio Ave FC,20
2015/2016,Switzerland,FC Vaduz,20
2015/2016,France,FC Nantes,20
2015/2016,Portugal,Académica de Coimbra,20
2015/2016,England,Watford,20
2015/2016,Poland,Lech Poznań,20
2015/2016,Poland,Wisła Kraków,20
2015/2016,England,Swansea City,20
2015/2016,Netherlands,ADO Den Haag,20
2015/2016,England,West Bromwich Albion,20
2008/2009,Germany,FC Energie Cottbus,19
2008/2009,Switzerland,FC Vaduz,19
2008/2009,Poland,Arka Gdynia,19
2008/2009,Scotland,Falkirk,19
2008/2009,Poland,P. Warszawa,19
2008/2009,France,AS Nancy-Lorraine,19
2008/2009,Belgium,RAEC Mons,19
2009/2010,Scotland,Hamilton Academical FC,19
2009/2010,Portugal,"União de Leiria, SAD",19
2009/2010,England,Birmingham City,19
2009/2010,England,Wigan Athletic,19
2009/2010,Scotland,Heart of Midlothian,19
2009/2010,Italy,Livorno,19
2009/2010,Italy,Lazio,19
2009/2010,France,US Boulogne Cote D'Opale,19
2009/2010,Belgium,KVC Westerlo,19
2009/2010,France,Toulouse FC,19
2009/2010,Poland,Polonia Bytom,19
2009/2010,Poland,Śląsk Wrocław,19
2010/2011,France,Toulouse FC,19
2010/2011,Poland,Arka Gdynia,19
2010/2011,England,Birmingham City,19
2011/2012,Belgium,KSV Cercle Brugge,19
2011/2012,Germany,Hamburger SV,19
2011/2012,Italy,Novara,19
2011/2012,Germany,Hertha BSC Berlin,19
2011/2012,England,Wolverhampton Wanderers,19
2011/2012,Portugal,Gil Vicente FC,19
2011/2012,Scotland,Inverness Caledonian Thistle,19
2011/2012,Poland,Korona Kielce,19
2011/2012,Spain,Real Zaragoza,19
2011/2012,Netherlands,De Graafschap,19
2011/2012,Belgium,KVC Westerlo,19
2012/2013,France,AC Ajaccio,19
2012/2013,Italy,Atalanta,19
2012/2013,Poland,Widzew Łódź,19
2012/2013,Netherlands,N.E.C.,19
2012/2013,Germany,FC Augsburg,19
2012/2013,Poland,Polonia Bytom,19
2013/2014,Spain,Levante UD,19
2013/2014,Spain,Real Betis Balompié,19
2013/2014,Italy,Chievo Verona,19
2013/2014,Poland,Cracovia,19
2013/2014,Portugal,Estoril Praia,19
2013/2014,Netherlands,Heracles Almelo,19
2014/2015,Scotland,St. Johnstone FC,19
2014/2015,Spain,Elche CF,19
2014/2015,Italy,Cesena,19
2014/2015,England,Hull City,19
2014/2015,Italy,Parma,19
2014/2015,Netherlands,NAC Breda,19
2014/2015,Belgium,SV Zulte-Waregem,19
2015/2016,Poland,Pogoń Szczecin,19
2015/2016,Scotland,Kilmarnock,19
2015/2016,England,Crystal Palace,19
2015/2016,Poland,Podbeskidzie Bielsko-Biała,19
2015/2016,Portugal,Moreirense FC,19
2015/2016,Netherlands,Willem II,19
2015/2016,Belgium,KV Kortrijk,19
2015/2016,France,SM Caen,19
2015/2016,Poland,Górnik Łęczna,19
2015/2016,Belgium,Waasland-Beveren,19
2008/2009,Portugal,SC Braga,18
2008/2009,Scotland,Hamilton Academical FC,18
2008/2009,Scotland,Kilmarnock,18
2008/2009,France,Le Mans FC,18
2008/2009,Scotland,Inverness Caledonian Thistle,18
2008/2009,Germany,Karlsruher SC,18
2008/2009,France,AJ Auxerre,18
2008/2009,England,Hull City,18
2008/2009,Italy,Siena,18
2008/2009,Portugal,Académica de Coimbra,18
2009/2010,Germany,1. FC Nürnberg,18
2009/2010,Netherlands,Sparta Rotterdam,18
2009/2010,France,FC Sochaux-Montbéliard,18
2009/2010,Poland,Cracovia,18
2009/2010,Poland,Jagiellonia Białystok,18
2009/2010,Switzerland,FC Aarau,18
2009/2010,Germany,1. FC Köln,18
2009/2010,Netherlands,RKC Waalwijk,18
2009/2010,Germany,VfL Bochum,18
2009/2010,Portugal,Leixões SC,18
2009/2010,Poland,Wisła Kraków,18
2009/2010,Scotland,St. Mirren,18
2010/2011,Portugal,Vitória Setúbal,18
2010/2011,Poland,GKS Bełchatów,18
2010/2011,Portugal,Sporting CP,18
2010/2011,Portugal,,18
2011/2012,Poland,Zagłębie Lubin,18
2011/2012,Switzerland,FC Sion,18
2012/2013,Portugal,Vitória Setúbal,18
2012/2013,Italy,Chievo Verona,18
2012/2013,Portugal,Gil Vicente FC,18
2012/2013,Germany,Hamburger SV,18
2012/2013,Scotland,Aberdeen,18
2012/2013,Switzerland,FC Luzern,18
2012/2013,Portugal,Vitória Guimarães,18
2012/2013,Switzerland,Servette FC,18
2012/2013,Poland,Piast Gliwice,18
2013/2014,England,Crystal Palace,18
2013/2014,Poland,Widzew Łódź,18
2013/2014,Poland,Ruch Chorzów,18
2013/2014,Germany,Eintracht Braunschweig,18
2013/2014,Spain,Granada CF,18
2014/2015,Germany,VfB Stuttgart,18
2014/2015,Germany,1. FC Köln,18
2014/2015,Belgium,Lierse SK,18
2014/2015,Portugal,Moreirense FC,18
2014/2015,Poland,Lechia Gdańsk,18
2014/2015,England,Aston Villa,18
2015/2016,Italy,Udinese,18
2015/2016,Belgium,Royal Excel Mouscron,18
2015/2016,Germany,FC Augsburg,18
2015/2016,Italy,Frosinone,18
2008/2009,Netherlands,De Graafschap,17
2008/2009,England,Wigan Athletic,17
2008/2009,England,Middlesbrough,17
2008/2009,Spain,RC Recreativo,17
2008/2009,France,Le Havre AC,17
2008/2009,Portugal,Leixões SC,17
2009/2010,Spain,Racing Santander,17
2009/2010,Portugal,FC Paços de Ferreira,17
2009/2010,Scotland,Falkirk,17
2009/2010,Belgium,Sporting Charleroi,17
2009/2010,Italy,Siena,17
2009/2010,Poland,Piast Gliwice,17
2010/2011,Portugal,SC Beira Mar,17
2010/2011,Belgium,Lierse SK,17
2010/2011,Portugal,Rio Ave FC,17
2010/2011,Italy,Cesena,17
2010/2011,Italy,Bologna,17
2011/2012,Scotland,Hibernian,17
2012/2013,Poland,Pogoń Szczecin,17
2012/2013,Scotland,Dundee FC,17
2012/2013,Belgium,Sporting Charleroi,17
2012/2013,France,Stade Brestois 29,17
2012/2013,Poland,Ruch Chorzów,17
2012/2013,France,AS Nancy-Lorraine,17
2013/2014,England,Norwich City,17
2014/2015,Portugal,CF Os Belenenses,17
2014/2015,France,FC Nantes,17
2014/2015,Portugal,FC Penafiel,17
2014/2015,Portugal,Vitória Setúbal,17
2014/2015,France,FC Lorient,17
2014/2015,Germany,Hertha BSC Berlin,17
2014/2015,Switzerland,FC Aarau,17
2015/2016,Poland,Polonia Bytom,17
2015/2016,Belgium,KVC Westerlo,17
2015/2016,Belgium,Sint-Truidense VV,17
2015/2016,Spain,Real Betis Balompié,17
2008/2009,Portugal,Rio Ave FC,16
2008/2009,Germany,DSC Arminia Bielefeld,16
2008/2009,Portugal,CF Os Belenenses,16
2009/2010,Belgium,KRC Genk,16
2010/2011,Portugal,S.C. Olhanense,16
2010/2011,Portugal,Vitória Guimarães,16
2010/2011,France,AS Monaco,16
2010/2011,Portugal,Académica de Coimbra,16
2011/2012,Portugal,S.C. Olhanense,16
2011/2012,Italy,Chievo Verona,16
2011/2012,Belgium,Lierse SK,16
2012/2013,Portugal,Sporting CP,16
2012/2013,Portugal,Moreirense FC,16
2012/2013,Belgium,KSV Cercle Brugge,16
2012/2013,Belgium,KAA Gent,16
2012/2013,Italy,Siena,16
2013/2014,Poland,Piast Gliwice,16
2013/2014,Germany,1. FC Nürnberg,16
2013/2014,Portugal,Vitória Guimarães,16
2014/2015,Italy,Chievo Verona,16
2014/2015,Poland,Zawisza Bydgoszcz,16
2014/2015,Portugal,Académica de Coimbra,16
2014/2015,England,Sunderland,16
2014/2015,Spain,Getafe CF,16
2014/2015,Portugal,FC Arouca,16
2014/2015,Germany,Hamburger SV,16
2015/2016,Germany,1. FC Köln,16
2015/2016,Belgium,Sporting Lokeren,16
2015/2016,Portugal,Vitória Setúbal,16
2015/2016,Poland,Jagiellonia Białystok,16
2015/2016,Poland,Korona Kielce,16
2008/2009,Italy,Chievo Verona,15
2008/2009,Poland,Widzew Łódź,15
2009/2010,Belgium,KSV Roeselare,15
2009/2010,Poland,Odra Wodzisław,15
2010/2011,Belgium,KAS Eupen,15
2010/2011,Italy,Chievo Verona,15
2010/2011,Switzerland,FC St. Gallen,15
2011/2012,Portugal,Vitória Setúbal,15
2011/2012,Italy,Cesena,15
2011/2012,Netherlands,Excelsior,15
2011/2012,Switzerland,Grasshopper Club Zürich,15
2011/2012,Switzerland,FC Lausanne-Sports,15
