2008/2009,Poland,Polonia Bytom,36
2008/2009,Switzerland,Neuchâtel Xamax,36
2008/2009,Italy,Udinese,36
2009/2010,Netherlands,Heracles Almelo,36
2009/2010,Italy,Roma,36
2009/2010,France,FC Lorient,36
2010/2011,Netherlands,Feyenoord,36
2010/2011,Belgium,Club Brugge KV,36
2010/2011,France,FC Sochaux-Montbéliard,36
2010/2011,Netherlands,ADO Den Haag,36
2010/2011,Portugal,SL Benfica,36
2011/2012,Belgium,KRC Genk,36
2011/2012,Belgium,KAA Gent,36
2011/2012,Spain,Atlético Madrid,36
2011/2012,Germany,VfB Stuttgart,36
2011/2012,England,Fulham,36
2012/2013,France,AS Saint-Étienne,36
2012/2013,Belgium,KRC Genk,36
2012/2013,Switzerland,FC Basel,36
2012/2013,Germany,Bayer 04 Leverkusen,36
2012/2013,Italy,Juventus,36
2013/2014,France,AS Saint-Étienne,36
2013/2014,Spain,Villarreal CF,36
2013/2014,Italy,Fiorentina,36
2013/2014,Netherlands,AZ,36
2013/2014,England,Arsenal,36
2014/2015,Netherlands,Vitesse,36
2014/2015,England,Chelsea,36
2014/2015,Germany,Eintracht Frankfurt,36
2015/2016,Switzerland,FC Luzern,36
2008/2009,Italy,Roma,35
2008/2009,France,Olympique de Marseille,35
2009/2010,Switzerland,Neuchâtel Xamax,35
2009/2010,England,Everton,35
2009/2010,Spain,Villarreal CF,35
2010/2011,Netherlands,SC Heerenveen,35
2010/2011,Spain,Sevilla FC,35
2010/2011,France,Olympique Lyonnais,35
2010/2011,Spain,Atlético Madrid,35
2010/2011,Switzerland,BSC Young Boys,35
2010/2011,Germany,Borussia Dortmund,35
2010/2011,Italy,Juventus,35
2011/2012,Spain,Málaga CF,35
2012/2013,Scotland,Inverness Caledonian Thistle,35
2012/2013,France,OGC Nice,35
2012/2013,Belgium,RSC Anderlecht,35
2012/2013,Italy,Lazio,35
2012/2013,Germany,FC Schalke 04,35
2012/2013,Scotland,Motherwell,35
2012/2013,Switzerland,FC St. Gallen,35
2013/2014,Scotland,St. Johnstone FC,35
2013/2014,Italy,Hellas Verona,35
2013/2014,Spain,Valencia CF,35
2013/2014,Germany,Bayer 04 Leverkusen,35
2013/2014,Poland,Lech Poznań,35
2013/2014,Poland,Legia Warszawa,35
2013/2014,Portugal,FC Porto,35
2015/2016,Spain,Athletic Club de Bilbao,35
2015/2016,England,Everton,35
2015/2016,England,Leicester City,35
2015/2016,Switzerland,Grasshopper Club Zürich,35
2015/2016,Belgium,KAA Gent,35
2015/2016,Netherlands,PEC Zwolle,35
2015/2016,England,Tottenham Hotspur,35
2015/2016,Portugal,FC Porto,35
2015/2016,Belgium,KV Oostende,35
2008/2009,Germany,Borussia Dortmund,34
2008/2009,Germany,VfB Stuttgart,34
2008/2009,France,LOSC Lille,34
2008/2009,Netherlands,Feyenoord,34
2009/2010,Germany,SV Werder Bremen,34
2009/2010,France,Girondins de Bordeaux,34
2009/2010,Spain,Athletic Club de Bilbao,34
2009/2010,Spain,Valencia CF,34
2009/2010,Spain,Getafe CF,34
2009/2010,Italy,Palermo,34
2010/2011,Scotland,Dundee United,34
2010/2011,Spain,Valencia CF,34
2010/2011,France,Olympique de Marseille,34
2010/2011,England,Bolton Wanderers,34
2010/2011,England,Manchester City,34
2010/2011,Netherlands,Roda JC Kerkrade,34
2011/2012,Italy,Inter,34
2011/2012,Netherlands,Roda JC Kerkrade,34
2011/2012,Italy,Milan,34
2012/2013,Netherlands,Vitesse,34
2012/2013,France,Olympique Lyonnais,34
2012/2013,Switzerland,BSC Young Boys,34
2012/2013,France,Paris Saint-Germain,34
2012/2013,England,West Ham United,34
2012/2013,Portugal,SC Braga,34
2012/2013,Germany,Hannover 96,34
2013/2014,Netherlands,PSV,34
2013/2014,Switzerland,FC Aarau,34
2013/2014,Switzerland,Grasshopper Club Zürich,34
2014/2015,Switzerland,FC Thun,34
2014/2015,Poland,Lech Poznań,34
2015/2016,Poland,Cracovia,34
2015/2016,Italy,Fiorentina,34
2015/2016,Portugal,,34
2015/2016,England,West Ham United,34
2008/2009,Spain,Villarreal CF,33
2008/2009,England,Chelsea,33
2008/2009,Spain,RCD Mallorca,33
2008/2009,Italy,Sampdoria,33
2009/2010,Spain,Sevilla FC,33
2009/2010,Netherlands,AZ,33
2010/2011,Belgium,KAA Gent,33
2010/2011,Spain,Getafe CF,33
2010/2011,Italy,Palermo,33
2010/2011,Spain,Villarreal CF,33
2010/2011,England,Arsenal,33
2010/2011,France,Paris Saint-Germain,33
2010/2011,Germany,VfB Stuttgart,33
2010/2011,Germany,Bayer 04 Leverkusen,33
2010/2011,Spain,RCD Espanyol,33
2010/2011,Belgium,Standard de Liège,33
2010/2011,Italy,Napoli,33
2011/2012,Italy,Udinese,33
2011/2012,Spain,Levante UD,33
2011/2012,Portugal,SC Braga,33
2012/2013,Spain,Málaga CF,33
2012/2013,Italy,Milan,33
2012/2013,England,Liverpool,33
2012/2013,Poland,Legia Warszawa,33
2012/2013,France,Montpellier Hérault SC,33
2012/2013,Netherlands,FC Twente,33
2012/2013,England,Everton,33
2013/2014,England,Swansea City,33
2014/2015,Netherlands,SC Heerenveen,33
2014/2015,Italy,Genoa,33
2014/2015,Italy,Inter,33
2014/2015,Switzerland,FC Sion,33
2015/2016,Netherlands,Feyenoord,33
2015/2016,Spain,Atlético Madrid,33
2015/2016,England,Liverpool,33
2008/2009,Belgium,Beerschot AC,32
2008/2009,France,Olympique Lyonnais,32
2008/2009,Netherlands,FC Groningen,32
2008/2009,Switzerland,Grasshopper Club Zürich,32
2009/2010,England,Sunderland,32
2009/2010,France,Olympique Lyonnais,32
2009/2010,France,Paris Saint-Germain,32
2009/2010,Italy,Juventus,32
2009/2010,Netherlands,Feyenoord,32
2010/2011,Germany,Hannover 96,32
2010/2011,Switzerland,FC Luzern,32
2010/2011,Spain,Athletic Club de Bilbao,32
2011/2012,Switzerland,BSC Young Boys,32
2011/2012,Italy,Parma,32
2011/2012,Belgium,RAEC Mons,32
2011/2012,Spain,Sevilla FC,32
2011/2012,Portugal,Sporting CP,32
2012/2013,England,West Bromwich Albion,32
2012/2013,France,LOSC Lille,32
2012/2013,France,Valenciennes FC,32
2012/2013,Germany,Eintracht Frankfurt,32
2012/2013,Switzerland,FC Zürich,32
2013/2014,Switzerland,FC Thun,32
2013/2014,Netherlands,Vitesse,32
2013/2014,Italy,Lazio,32
2013/2014,Switzerland,BSC Young Boys,32
2013/2014,France,AS Monaco,32
2013/2014,England,Southampton,32
2014/2015,Portugal,SC Braga,32
2014/2015,England,Stoke City,32
2014/2015,France,AS Saint-Étienne,32
2014/2015,Scotland,Aberdeen,32
2014/2015,Switzerland,FC St. Gallen,32
2014/2015,Scotland,Partick Thistle F.C.,32
2014/2015,Netherlands,FC Utrecht,32
2014/2015,Scotland,Dundee United,32
2014/2015,Germany,Borussia Mönchengladbach,32
2015/2016,England,Chelsea,32
2015/2016,France,OGC Nice,32
2015/2016,Belgium,KRC Genk,32
2015/2016,Italy,Lazio,32
2015/2016,England,Newcastle United,32
2015/2016,Germany,VfL Wolfsburg,32
2008/2009,Belgium,KAA Gent,31
2008/2009,Germany,Hannover 96,31
2008/2009,Belgium,SV Zulte-Waregem,31
2008/2009,Germany,Bayer 04 Leverkusen,31
2008/2009,England,Arsenal,31
2008/2009,England,Everton,31
2008/2009,Poland,Wisła Kraków,31
2009/2010,Scotland,St. Johnstone FC,31
2009/2010,France,Stade Rennais FC,31
2009/2010,Switzerland,FC Zürich,31
2009/2010,Italy,Sampdoria,31
2010/2011,England,Everton,31
2010/2011,Italy,Roma,31
2010/2011,Italy,Lazio,31
2010/2011,England,Stoke City,31
2011/2012,Germany,SV Werder Bremen,31
2011/2012,Spain,RCD Espanyol,31
2011/2012,Germany,Hannover 96,31
2012/2013,France,Évian Thonon Gaillard FC,31
2012/2013,Italy,Udinese,31
2012/2013,Italy,Catania,31
2012/2013,Portugal,Estoril Praia,31
2013/2014,France,Girondins de Bordeaux,31
2013/2014,Netherlands,FC Utrecht,31
2013/2014,Netherlands,FC Groningen,31
2013/2014,Italy,Torino,31
2014/2015,Italy,Roma,31
2014/2015,Netherlands,Feyenoord,31
2014/2015,Germany,TSG 1899 Hoffenheim,31
2014/2015,France,Girondins de Bordeaux,31
2014/2015,Poland,Legia Warszawa,31
2014/2015,England,Tottenham Hotspur,31
2015/2016,France,En Avant de Guingamp,31
2015/2016,Switzerland,FC Sion,31
2015/2016,Netherlands,FC Twente,31
2015/2016,England,Arsenal,31
2015/2016,Germany,Bayer 04 Leverkusen,31
2008/2009,Germany,TSG 1899 Hoffenheim,30
2008/2009,Spain,RC Deportivo de La Coruña,30
2008/2009,Switzerland,FC Luzern,30
2008/2009,Portugal,,30
2009/2010,England,West Ham United,30
2009/2010,Netherlands,VVV-Venlo,30
2009/2010,Italy,Bari,30
2010/2011,Netherlands,N.E.C.,30
2010/2011,Poland,Cracovia,30
2010/2011,Germany,1. FC Köln,30
2010/2011,England,West Bromwich Albion,30
2010/2011,England,Fulham,30
2010/2011,England,Tottenham Hotspur,30
2010/2011,England,Wolverhampton Wanderers,30
2010/2011,England,Blackpool,30
2011/2012,Belgium,Club Brugge KV,30
2011/2012,Netherlands,Vitesse,30
2011/2012,France,Stade Rennais FC,30
2011/2012,Scotland,Heart of Midlothian,30
2011/2012,Netherlands,Heracles Almelo,30
2011/2012,France,AJ Auxerre,30
2012/2013,Italy,Bologna,30
2012/2013,France,SC Bastia,30
2012/2013,Switzerland,FC Thun,30
2012/2013,France,Toulouse FC,30
2012/2013,Italy,Inter,30
2012/2013,Scotland,Dundee United,30
2013/2014,France,Olympique Lyonnais,30
2013/2014,France,Olympique de Marseille,30
2013/2014,Portugal,SL Benfica,30
2013/2014,Netherlands,SC Cambuur,30
2013/2014,England,Tottenham Hotspur,30
2014/2015,Italy,Milan,30
2014/2015,Netherlands,ADO Den Haag,30
2014/2015,England,Liverpool,30
2014/2015,Belgium,KV Kortrijk,30
2014/2015,Netherlands,AZ,30
2014/2015,Spain,RC Celta de Vigo,30
2014/2015,Belgium,KAA Gent,30
2014/2015,Italy,Fiorentina,30
2014/2015,Scotland,Hamilton Academical FC,30
2014/2015,Italy,Palermo,30
2014/2015,France,Montpellier Hérault SC,30
2015/2016,Netherlands,Vitesse,30
2015/2016,Scotland,Dundee FC,30
2015/2016,Scotland,Aberdeen,30
2015/2016,Belgium,SV Zulte-Waregem,30
2015/2016,France,AS Monaco,30
2015/2016,Netherlands,FC Utrecht,30
2008/2009,Germany,Hertha BSC Berlin,29
2008/2009,Switzerland,AC Bellinzona,29
2008/2009,Portugal,Sporting CP,29
2008/2009,Belgium,KSV Cercle Brugge,29
2008/2009,France,Paris Saint-Germain,29
2008/2009,Italy,Fiorentina,29
2009/2010,Germany,Borussia Dortmund,29
2009/2010,Germany,FC Schalke 04,29
2009/2010,Scotland,Motherwell,29
2009/2010,Scotland,Hibernian,29
2009/2010,England,Aston Villa,29
2010/2011,Germany,Hamburger SV,29
2010/2011,Spain,Málaga CF,29
2010/2011,Poland,Jagiellonia Białystok,29
2010/2011,France,AS Saint-Étienne,29
2010/2011,Italy,Genoa,29
2011/2012,Netherlands,VVV-Venlo,29
2011/2012,Spain,Rayo Vallecano,29
2011/2012,England,Newcastle United,29
2011/2012,Italy,Genoa,29
2011/2012,France,Valenciennes FC,29
2011/2012,Spain,Real Sociedad,29
2011/2012,France,Évian Thonon Gaillard FC,29
2011/2012,Germany,VfL Wolfsburg,29
2011/2012,Germany,Borussia Mönchengladbach,29
2011/2012,Netherlands,FC Groningen,29
2011/2012,Scotland,Kilmarnock,29
2011/2012,Spain,Athletic Club de Bilbao,29
2012/2013,Belgium,Club Brugge KV,29
2012/2013,Netherlands,Roda JC Kerkrade,29
2012/2013,Netherlands,SC Heerenveen,29
2012/2013,Spain,Real Valladolid,29
2012/2013,Netherlands,AZ,29
2012/2013,England,Tottenham Hotspur,29
2013/2014,England,Manchester United,29
2013/2014,France,FC Lorient,29
2013/2014,Netherlands,N.E.C.,29
2013/2014,Netherlands,ADO Den Haag,29
2014/2015,Scotland,Inverness Caledonian Thistle,29
2014/2015,Spain,Villarreal CF,29
2014/2015,Spain,Real Sociedad,29
2015/2016,Spain,RC Celta de Vigo,29
2015/2016,Portugal,CD Nacional,29
2015/2016,France,Toulouse FC,29
2015/2016,Belgium,RSC Anderlecht,29
2015/2016,Switzerland,FC Zürich,29
2015/2016,Spain,Rayo Vallecano,29
2015/2016,Italy,Genoa,29
2015/2016,Italy,Inter,29
2015/2016,Italy,Sampdoria,29
2015/2016,Scotland,Ross County FC,29
2008/2009,Spain,Racing Santander,28
2008/2009,Spain,RCD Espanyol,28
2008/2009,Spain,Athletic Club de Bilbao,28
2008/2009,England,Fulham,28
2008/2009,Scotland,Heart of Midlothian,28
2008/2009,Spain,Sevilla FC,28
2008/2009,Spain,Málaga CF,28
2008/2009,France,Stade Rennais FC,28
2008/2009,Italy,Atalanta,28
2008/2009,Belgium,Royal Excel Mouscron,28
2009/2010,Germany,VfB Stuttgart,28
2009/2010,Italy,Fiorentina,28
2009/2010,England,Blackburn Rovers,28
2009/2010,Poland,Lech Poznań,28
2010/2011,Netherlands,Willem II,28
2010/2011,Italy,Lecce,28
2010/2011,Italy,Fiorentina,28
2010/2011,Spain,CA Osasuna,28
2010/2011,Germany,TSG 1899 Hoffenheim,28
2010/2011,Portugal,SC Braga,28
2010/2011,France,Valenciennes FC,28
2010/2011,Netherlands,Excelsior,28
2010/2011,Germany,1. FC Nürnberg,28
2011/2012,England,Norwich City,28
2011/2012,England,Everton,28
2011/2012,Germany,Bayer 04 Leverkusen,28
2011/2012,Spain,Real Betis Balompié,28
2011/2012,Belgium,Standard de Liège,28
2012/2013,Belgium,Standard de Liège,28
2012/2013,Spain,Real Betis Balompié,28
2012/2013,Italy,Parma,28
2012/2013,England,Swansea City,28
2012/2013,England,Fulham,28
2013/2014,Switzerland,FC Sion,28
2013/2014,Italy,Atalanta,28
2013/2014,Italy,Milan,28
2013/2014,Germany,VfB Stuttgart,28
2013/2014,Germany,1. FSV Mainz 05,28
2013/2014,Italy,Sampdoria,28
2013/2014,Spain,Rayo Vallecano,28
2013/2014,Portugal,Sporting CP,28
2013/2014,Poland,Jagiellonia Białystok,28
2013/2014,Switzerland,FC Zürich,28
2014/2015,Spain,Athletic Club de Bilbao,28
2014/2015,France,Toulouse FC,28
2014/2015,Portugal,FC Paços de Ferreira,28
2014/2015,Germany,FC Augsburg,28
2014/2015,Portugal,Vitória Guimarães,28
2014/2015,England,Leicester City,28
2015/2016,Netherlands,Heracles Almelo,28
2015/2016,Poland,Lechia Gdańsk,28
2015/2016,Spain,Real Sporting de Gijón,28
2015/2016,Portugal,FC Arouca,28
2015/2016,Germany,FC Schalke 04,28
2015/2016,Belgium,KV Mechelen,28
2015/2016,France,Stade de Reims,28
2015/2016,Italy,Milan,28
2015/2016,Poland,Legia Warszawa,28
2008/2009,Spain,CA Osasuna,27
2008/2009,England,Aston Villa,27
2008/2009,Netherlands,FC Utrecht,27
2008/2009,Italy,Bologna,27
2008/2009,Italy,Napoli,27
2008/2009,France,Valenciennes FC,27
2008/2009,Spain,UD Almería,27
2008/2009,Spain,Getafe CF,27
2008/2009,Netherlands,,27
2008/2009,Netherlands,Vitesse,27
2008/2009,Germany,Hamburger SV,27
2009/2010,England,Fulham,27
2009/2010,France,RC Lens,27
2009/2010,Belgium,RSC Anderlecht,27
2009/2010,Portugal,SC Braga,27
2009/2010,Spain,Real Zaragoza,27
2009/2010,Germany,Hannover 96,27
2010/2011,Scotland,Heart of Midlothian,27
2010/2011,Italy,Catania,27
2010/2011,Italy,Cagliari,27
2010/2011,Netherlands,NAC Breda,27
2010/2011,Spain,Real Sociedad,27
2010/2011,Poland,Wisła Kraków,27
2010/2011,Spain,Hércules Club de Fútbol,27
2010/2011,France,FC Lorient,27
2010/2011,Poland,Lech Poznań,27
2010/2011,Germany,VfL Wolfsburg,27
2010/2011,Italy,Udinese,27
2010/2011,Poland,Śląsk Wrocław,27
2010/2011,Poland,Legia Warszawa,27
2011/2012,Scotland,Motherwell,27
2011/2012,Scotland,Dundee United,27
2011/2012,Germany,1. FSV Mainz 05,27
2011/2012,Italy,Lazio,27
2011/2012,Netherlands,NAC Breda,27
2011/2012,France,AS Saint-Étienne,27
2011/2012,Switzerland,FC Thun,27
2011/2012,England,Swansea City,27
2012/2013,Netherlands,FC Utrecht,27
2012/2013,Scotland,Heart of Midlothian,27
2012/2013,Belgium,SV Zulte-Waregem,27
2012/2013,Spain,Rayo Vallecano,27
2012/2013,Germany,Borussia Mönchengladbach,27
2013/2014,Netherlands,Go Ahead Eagles,27
2013/2014,Germany,FC Augsburg,27
2013/2014,Germany,Hannover 96,27
2013/2014,England,Stoke City,27
2013/2014,Italy,Parma,27
2013/2014,Italy,Inter,27
2013/2014,Poland,Zawisza Bydgoszcz,27
2013/2014,Italy,Udinese,27
2014/2015,England,Everton,27
2014/2015,Portugal,CS Marítimo,27
2014/2015,England,Swansea City,27
2014/2015,Italy,Hellas Verona,27
2014/2015,Germany,1. FSV Mainz 05,27
2014/2015,Portugal,CD Nacional,27
2014/2015,Belgium,Sporting Lokeren,27
2015/2016,Scotland,St. Johnstone FC,27
2015/2016,Scotland,Motherwell,27
2015/2016,Italy,Atalanta,27
2015/2016,Germany,SV Werder Bremen,27
2015/2016,France,Girondins de Bordeaux,27
2015/2016,France,Olympique de Marseille,27
2015/2016,England,Manchester United,27
2015/2016,Poland,Piast Gliwice,27
2008/2009,France,AS Monaco,26
2008/2009,Germany,FC Schalke 04,26
2008/2009,Germany,Eintracht Frankfurt,26
2008/2009,Netherlands,Sparta Rotterdam,26
2008/2009,France,Toulouse FC,26
2008/2009,England,Portsmouth,26
2008/2009,England,West Bromwich Albion,26
2008/2009,Belgium,Sporting Charleroi,26
2009/2010,France,AS Monaco,26
2009/2010,Netherlands,NAC Breda,26
2009/2010,Italy,Napoli,26
2009/2010,Germany,TSG 1899 Hoffenheim,26
2009/2010,Spain,CD Tenerife,26
2009/2010,England,Bolton Wanderers,26
2009/2010,Belgium,KAA Gent,26
2009/2010,Poland,Legia Warszawa,26
2010/2011,Scotland,Kilmarnock,26
2010/2011,Spain,Real Zaragoza,26
2010/2011,Germany,SV Werder Bremen,26
2010/2011,Germany,Borussia Mönchengladbach,26
2010/2011,Poland,Widzew Łódź,26
2010/2011,France,AJ Auxerre,26
2010/2011,Switzerland,FC Thun,26
2010/2011,Switzerland,Grasshopper Club Zürich,26
2010/2011,England,Aston Villa,26
2011/2012,Netherlands,N.E.C.,26
2011/2012,Spain,CA Osasuna,26
2011/2012,Spain,Villarreal CF,26
2011/2012,France,Olympique de Marseille,26
2011/2012,Switzerland,FC Luzern,26
2011/2012,Poland,Widzew Łódź,26
2011/2012,Poland,Śląsk Wrocław,26
2011/2012,England,Sunderland,26
2011/2012,Belgium,Beerschot AC,26
2011/2012,England,Blackburn Rovers,26
2012/2013,Belgium,Oud-Heverlee Leuven,26
2012/2013,Spain,RCD Mallorca,26
